Indicator Name,Geography,Year,Category,Subcategory,Number Low Birthweight,Number Live Births,Percent Low Birthweight,Lower 95% Confidence Limit,Upper 95% Confidence Limit
Low Birthweight,San Mateo,2021-2023,Education,Less than high school,54.0,860.0,6.28,4.84,8.1
Low Birthweight,San Mateo,2021-2023,Education,High school graduate,189.0,2523.0,7.49,6.53,8.58
Low Birthweight,San Mateo,2021-2023,Education,Some college,179.0,2537.0,7.06,6.12,8.12
Low Birthweight,San Mateo,2021-2023,Education,College graduate,846.0,13172.0,6.42,6.02,6.85
Low Birthweight,Santa Barbara,2021-2023,Education,Less than high school,379.0,5028.0,7.54,6.84,8.3
Low Birthweight,Santa Barbara,2021-2023,Education,High school graduate,191.0,3039.0,6.28,5.48,7.2
Low Birthweight,Santa Barbara,2021-2023,Education,Some college,272.0,3834.0,7.09,6.32,7.95
Low Birthweight,Santa Barbara,2021-2023,Education,College graduate,282.0,4346.0,6.49,5.79,7.26
Low Birthweight,Santa Clara,2021-2023,Education,Less than high school,286.0,3414.0,8.38,7.49,9.35
Low Birthweight,Santa Clara,2021-2023,Education,High school graduate,569.0,7917.0,7.19,6.64,7.78
Low Birthweight,Santa Clara,2021-2023,Education,Some college,602.0,8312.0,7.24,6.7,7.82
Low Birthweight,Santa Clara,2021-2023,Education,College graduate,2350.0,31212.0,7.53,7.24,7.83
Low Birthweight,Santa Cruz,2021-2023,Education,Less than high school,59.0,860.0,6.86,5.36,8.75
Low Birthweight,Santa Cruz,2021-2023,Education,High school graduate,115.0,1454.0,7.91,6.63,9.41
Low Birthweight,Santa Cruz,2021-2023,Education,Some college,76.0,1367.0,5.56,4.46,6.9
Low Birthweight,Santa Cruz,2021-2023,Education,College graduate,128.0,2593.0,4.94,4.17,5.84
Low Birthweight,Shasta,2021-2023,Education,Less than high school,31.0,244.0,12.7,9.1,17.47
Low Birthweight,Shasta,2021-2023,Education,High school graduate,137.0,1668.0,8.21,6.99,9.63
Low Birthweight,Shasta,2021-2023,Education,Some college,131.0,2115.0,6.19,5.24,7.3
Low Birthweight,Shasta,2021-2023,Education,College graduate,61.0,1207.0,5.05,3.95,6.44
Low Birthweight,Sierra,2021-2023,Education,Less than high school,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Education,High school graduate,0.0,16.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Education,Some college,0.0,22.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Education,College graduate,0.0,20.0,0.0,0.0,0.0
Low Birthweight,Siskiyou,2021-2023,Education,Less than high school,0.0,113.0,0.0,0.0,0.0
Low Birthweight,Siskiyou,2021-2023,Education,High school graduate,46.0,304.0,15.13,11.54,19.59
Low Birthweight,Siskiyou,2021-2023,Education,Some college,30.0,501.0,5.99,4.23,8.42
Low Birthweight,Siskiyou,2021-2023,Education,College graduate,0.0,228.0,0.0,0.0,0.0
Low Birthweight,Solano,2021-2023,Education,Less than high school,83.0,986.0,8.42,6.84,10.32
Low Birthweight,Solano,2021-2023,Education,High school graduate,319.0,3552.0,8.98,8.08,9.97
Low Birthweight,Solano,2021-2023,Education,Some college,365.0,4803.0,7.6,6.88,8.38
Low Birthweight,Solano,2021-2023,Education,College graduate,311.0,4399.0,7.07,6.35,7.87
Low Birthweight,Sonoma,2021-2023,Education,Less than high school,77.0,1194.0,6.45,5.19,7.99
Low Birthweight,Sonoma,2021-2023,Education,High school graduate,208.0,2983.0,6.97,6.11,7.94
Low Birthweight,Sonoma,2021-2023,Education,Some college,163.0,3229.0,5.05,4.34,5.86
Low Birthweight,Sonoma,2021-2023,Education,College graduate,241.0,4718.0,5.11,4.52,5.77
Low Birthweight,Stanislaus,2021-2023,Education,Less than high school,219.0,2912.0,7.52,6.62,8.54
Low Birthweight,Stanislaus,2021-2023,Education,High school graduate,447.0,6352.0,7.04,6.43,7.69
Low Birthweight,Stanislaus,2021-2023,Education,Some college,468.0,7186.0,6.51,5.97,7.11
Low Birthweight,Stanislaus,2021-2023,Education,College graduate,248.0,3990.0,6.22,5.51,7.01
Low Birthweight,Sutter,2021-2023,Education,Less than high school,18.0,134.0,13.43,8.67,20.24
Low Birthweight,Sutter,2021-2023,Education,High school graduate,57.0,690.0,8.26,6.43,10.55
Low Birthweight,Sutter,2021-2023,Education,Some college,59.0,799.0,7.38,5.77,9.41
Low Birthweight,Sutter,2021-2023,Education,College graduate,43.0,615.0,6.99,5.23,9.29
Low Birthweight,Tehama,2021-2023,Education,Less than high school,18.0,249.0,7.23,4.62,11.14
Low Birthweight,Tehama,2021-2023,Education,High school graduate,62.0,846.0,7.33,5.76,9.28
Low Birthweight,Tehama,2021-2023,Education,Some college,55.0,905.0,6.08,4.7,7.83
Low Birthweight,Tehama,2021-2023,Education,College graduate,10.0,260.0,3.85,2.1,6.93
Low Birthweight,Trinity,2021-2023,Education,Less than high school,0.0,22.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Education,High school graduate,18.0,122.0,14.75,9.54,22.12
Low Birthweight,Trinity,2021-2023,Education,Some college,0.0,113.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Education,College graduate,0.0,46.0,0.0,0.0,0.0
Low Birthweight,Tulare,2021-2023,Education,Less than high school,273.0,3254.0,8.39,7.49,9.39
Low Birthweight,Tulare,2021-2023,Education,High school graduate,474.0,6484.0,7.31,6.7,7.97
Low Birthweight,Tulare,2021-2023,Education,Some college,531.0,6992.0,7.59,7.0,8.24
Low Birthweight,Tulare,2021-2023,Education,College graduate,192.0,3258.0,5.89,5.14,6.75
Low Birthweight,Tuolumne,2021-2023,Education,Less than high school,0.0,45.0,0.0,0.0,0.0
Low Birthweight,Tuolumne,2021-2023,Education,High school graduate,33.0,347.0,9.51,6.85,13.05
Low Birthweight,Tuolumne,2021-2023,Education,Some college,43.0,630.0,6.83,5.11,9.07
Low Birthweight,Tuolumne,2021-2023,Education,College graduate,12.0,291.0,4.12,2.37,7.07
Low Birthweight,Ventura,2021-2023,Education,Less than high school,259.0,3970.0,6.52,5.8,7.33
Low Birthweight,Ventura,2021-2023,Education,High school graduate,366.0,5274.0,6.94,6.28,7.66
Low Birthweight,Ventura,2021-2023,Education,Some college,449.0,6007.0,7.47,6.84,8.17
Low Birthweight,Ventura,2021-2023,Education,College graduate,552.0,9588.0,5.76,5.31,6.24
Low Birthweight,Yolo,2021-2023,Education,Less than high school,22.0,325.0,6.77,4.51,10.04
Low Birthweight,Yolo,2021-2023,Education,High school graduate,88.0,1390.0,6.33,5.17,7.74
Low Birthweight,Yolo,2021-2023,Education,Some college,72.0,1193.0,6.04,4.82,7.53
Low Birthweight,Yolo,2021-2023,Education,College graduate,128.0,2320.0,5.52,4.66,6.52
Low Birthweight,Yuba,2021-2023,Education,Less than high school,0.0,148.0,0.0,0.0,0.0
Low Birthweight,Yuba,2021-2023,Education,High school graduate,85.0,912.0,9.32,7.6,11.38
Low Birthweight,Yuba,2021-2023,Education,Some college,63.0,969.0,6.5,5.11,8.23
Low Birthweight,Yuba,2021-2023,Education,College graduate,37.0,557.0,6.64,4.86,9.02
Low Birthweight,California,2021-2023,Delivery Payment Source,Private,46726.0,659567.0,7.08,7.02,7.15
Low Birthweight,California,2021-2023,Delivery Payment Source,Medi-Cal,39395.0,496067.0,7.94,7.87,8.02
Low Birthweight,California,2021-2023,Delivery Payment Source,Other,3485.0,49290.0,7.07,6.85,7.3
Low Birthweight,California,2021-2023,Delivery Payment Source,Self-pay,1204.0,27563.0,4.37,4.13,4.62
Low Birthweight,Alameda,2021-2023,Delivery Payment Source,Private,2558.0,34936.0,7.32,7.05,7.6
Low Birthweight,Alameda,2021-2023,Delivery Payment Source,Medi-Cal,946.0,10584.0,8.94,8.41,9.5
Low Birthweight,Alameda,2021-2023,Delivery Payment Source,Other,261.0,3236.0,8.07,7.18,9.05
Low Birthweight,Alameda,2021-2023,Delivery Payment Source,Self-pay,49.0,824.0,5.95,4.53,7.77
Low Birthweight,Alpine,2021-2023,Delivery Payment Source,Private,0.0,10.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Delivery Payment Source,Medi-Cal,0.0,9.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Delivery Payment Source,Other,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Delivery Payment Source,Self-pay,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Amador,2021-2023,Delivery Payment Source,Private,34.0,556.0,6.12,4.41,8.42
Low Birthweight,Amador,2021-2023,Delivery Payment Source,Medi-Cal,32.0,371.0,8.63,6.18,11.92
Low Birthweight,Amador,2021-2023,Delivery Payment Source,Other,0.0,17.0,0.0,0.0,0.0
Low Birthweight,Amador,2021-2023,Delivery Payment Source,Self-pay,0.0,19.0,0.0,0.0,0.0
Low Birthweight,Butte,2021-2023,Delivery Payment Source,Private,176.0,2781.0,6.33,5.48,7.3
Low Birthweight,Butte,2021-2023,Delivery Payment Source,Medi-Cal,243.0,3074.0,7.91,7.0,8.91
Low Birthweight,Butte,2021-2023,Delivery Payment Source,Other,0.0,32.0,0.0,0.0,0.0
Low Birthweight,Butte,2021-2023,Delivery Payment Source,Self-pay,0.0,121.0,0.0,0.0,0.0
Low Birthweight,Calaveras,2021-2023,Delivery Payment Source,Private,43.0,590.0,7.29,5.46,9.67
Low Birthweight,Calaveras,2021-2023,Delivery Payment Source,Medi-Cal,30.0,506.0,5.93,4.18,8.34
Low Birthweight,Calaveras,2021-2023,Delivery Payment Source,Other,0.0,15.0,0.0,0.0,0.0
Low Birthweight,Calaveras,2021-2023,Delivery Payment Source,Self-pay,0.0,19.0,0.0,0.0,0.0
Low Birthweight,Colusa,2021-2023,Delivery Payment Source,Private,26.0,317.0,8.2,5.66,11.75
Low Birthweight,Colusa,2021-2023,Delivery Payment Source,Medi-Cal,32.0,479.0,6.68,4.77,9.28
Low Birthweight,Colusa,2021-2023,Delivery Payment Source,Other,0.0,8.0,0.0,0.0,0.0
Low Birthweight,Colusa,2021-2023,Delivery Payment Source,Self-pay,0.0,5.0,0.0,0.0,0.0
Low Birthweight,Contra Costa,2021-2023,Delivery Payment Source,Private,1954.0,28304.0,6.9,6.61,7.2
Low Birthweight,Contra Costa,2021-2023,Delivery Payment Source,Medi-Cal,579.0,5616.0,10.31,9.54,11.13
Low Birthweight,Contra Costa,2021-2023,Delivery Payment Source,Other,39.0,240.0,16.25,12.12,21.44
Low Birthweight,Contra Costa,2021-2023,Delivery Payment Source,Self-pay,29.0,432.0,6.71,4.71,9.47
Low Birthweight,Del Norte,2021-2023,Delivery Payment Source,Private,0.0,186.0,0.0,0.0,0.0
Low Birthweight,Del Norte,2021-2023,Delivery Payment Source,Medi-Cal,20.0,408.0,4.9,3.2,7.45
Low Birthweight,Del Norte,2021-2023,Delivery Payment Source,Other,0.0,51.0,0.0,0.0,0.0
Low Birthweight,Del Norte,2021-2023,Delivery Payment Source,Self-pay,0.0,19.0,0.0,0.0,0.0
Low Birthweight,El Dorado,2021-2023,Delivery Payment Source,Private,181.0,3173.0,5.7,4.95,6.57
Low Birthweight,El Dorado,2021-2023,Delivery Payment Source,Medi-Cal,92.0,1134.0,8.11,6.66,9.85
Low Birthweight,El Dorado,2021-2023,Delivery Payment Source,Other,0.0,60.0,0.0,0.0,0.0
Low Birthweight,El Dorado,2021-2023,Delivery Payment Source,Self-pay,0.0,179.0,0.0,0.0,0.0
Low Birthweight,Fresno,2021-2023,Delivery Payment Source,Private,980.0,13926.0,7.04,6.62,7.47
Low Birthweight,Fresno,2021-2023,Delivery Payment Source,Medi-Cal,2184.0,26540.0,8.23,7.9,8.57
Low Birthweight,Fresno,2021-2023,Delivery Payment Source,Other,18.0,186.0,9.68,6.21,14.78
Low Birthweight,Fresno,2021-2023,Delivery Payment Source,Self-pay,22.0,251.0,8.76,5.86,12.91
Low Birthweight,Glenn,2021-2023,Delivery Payment Source,Private,20.0,430.0,4.65,3.03,7.07
Low Birthweight,Glenn,2021-2023,Delivery Payment Source,Medi-Cal,32.0,576.0,5.56,3.96,7.74
Low Birthweight,Glenn,2021-2023,Delivery Payment Source,Other,0.0,3.0,0.0,0.0,0.0
Low Birthweight,Glenn,2021-2023,Delivery Payment Source,Self-pay,0.0,25.0,0.0,0.0,0.0
Low Birthweight,Humboldt,2021-2023,Delivery Payment Source,Private,88.0,1245.0,7.07,5.77,8.63
Low Birthweight,Humboldt,2021-2023,Delivery Payment Source,Medi-Cal,108.0,1365.0,7.91,6.6,9.47
Low Birthweight,Humboldt,2021-2023,Delivery Payment Source,Other,27.0,728.0,3.71,2.56,5.34
Low Birthweight,Humboldt,2021-2023,Delivery Payment Source,Self-pay,0.0,185.0,0.0,0.0,0.0
Low Birthweight,Imperial,2021-2023,Delivery Payment Source,Private,156.0,1867.0,8.36,7.18,9.7
Low Birthweight,Imperial,2021-2023,Delivery Payment Source,Medi-Cal,307.0,4660.0,6.59,5.91,7.34
Low Birthweight,Imperial,2021-2023,Delivery Payment Source,Other,0.0,34.0,0.0,0.0,0.0
Low Birthweight,Imperial,2021-2023,Delivery Payment Source,Self-pay,42.0,763.0,5.5,4.1,7.36
Low Birthweight,Inyo,2021-2023,Delivery Payment Source,Private,19.0,230.0,8.26,5.35,12.54
Low Birthweight,Inyo,2021-2023,Delivery Payment Source,Medi-Cal,16.0,186.0,8.6,5.36,13.52
Low Birthweight,Inyo,2021-2023,Delivery Payment Source,Other,0.0,4.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Delivery Payment Source,Self-pay,0.0,4.0,0.0,0.0,0.0
Low Birthweight,Kern,2021-2023,Delivery Payment Source,Private,951.0,12915.0,7.36,6.93,7.83
Low Birthweight,Kern,2021-2023,Delivery Payment Source,Medi-Cal,1848.0,22925.0,8.06,7.72,8.42
Low Birthweight,Kern,2021-2023,Delivery Payment Source,Other,26.0,449.0,5.79,3.98,8.35
Low Birthweight,Kern,2021-2023,Delivery Payment Source,Self-pay,10.0,388.0,2.58,1.41,4.68
Low Birthweight,Kings,2021-2023,Delivery Payment Source,Private,167.0,2494.0,6.7,5.78,7.75
Low Birthweight,Kings,2021-2023,Delivery Payment Source,Medi-Cal,266.0,3297.0,8.07,7.19,9.05
Low Birthweight,Kings,2021-2023,Delivery Payment Source,Other,18.0,373.0,4.83,3.07,7.5
Low Birthweight,Kings,2021-2023,Delivery Payment Source,Self-pay,0.0,47.0,0.0,0.0,0.0
Low Birthweight,Lake,2021-2023,Delivery Payment Source,Private,41.0,572.0,7.17,5.33,9.58
Low Birthweight,Lake,2021-2023,Delivery Payment Source,Medi-Cal,99.0,1278.0,7.75,6.4,9.34
Low Birthweight,Lake,2021-2023,Delivery Payment Source,Other,0.0,54.0,0.0,0.0,0.0
Low Birthweight,Lake,2021-2023,Delivery Payment Source,Self-pay,0.0,38.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Delivery Payment Source,Private,22.0,305.0,7.21,4.81,10.68
Low Birthweight,Lassen,2021-2023,Delivery Payment Source,Medi-Cal,27.0,345.0,7.83,5.43,11.15
Low Birthweight,Lassen,2021-2023,Delivery Payment Source,Other,0.0,16.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Delivery Payment Source,Self-pay,0.0,24.0,0.0,0.0,0.0
Low Birthweight,Los Angeles,2021-2023,Delivery Payment Source,Private,10425.0,140963.0,7.4,7.26,7.53
Low Birthweight,Los Angeles,2021-2023,Delivery Payment Source,Medi-Cal,9857.0,119693.0,8.24,8.08,8.39
Low Birthweight,Los Angeles,2021-2023,Delivery Payment Source,Other,991.0,12725.0,7.79,7.33,8.27
Low Birthweight,Los Angeles,2021-2023,Delivery Payment Source,Self-pay,268.0,6323.0,4.24,3.77,4.76
Low Birthweight,Madera,2021-2023,Delivery Payment Source,Private,129.0,2064.0,6.25,5.28,7.38
Low Birthweight,Madera,2021-2023,Delivery Payment Source,Medi-Cal,280.0,4234.0,6.61,5.9,7.4
Low Birthweight,Madera,2021-2023,Delivery Payment Source,Other,0.0,22.0,0.0,0.0,0.0
Low Birthweight,Madera,2021-2023,Delivery Payment Source,Self-pay,0.0,61.0,0.0,0.0,0.0
Low Birthweight,Marin,2021-2023,Delivery Payment Source,Private,254.0,4615.0,5.5,4.88,6.2
Low Birthweight,Marin,2021-2023,Delivery Payment Source,Medi-Cal,112.0,1954.0,5.73,4.79,6.85
Low Birthweight,Marin,2021-2023,Delivery Payment Source,Other,0.0,29.0,0.0,0.0,0.0
Low Birthweight,Marin,2021-2023,Delivery Payment Source,Self-pay,0.0,144.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Delivery Payment Source,Private,16.0,272.0,5.88,3.65,9.34
Low Birthweight,Mariposa,2021-2023,Delivery Payment Source,Medi-Cal,17.0,173.0,9.83,6.23,15.17
Low Birthweight,Mariposa,2021-2023,Delivery Payment Source,Other,0.0,4.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Delivery Payment Source,Self-pay,0.0,15.0,0.0,0.0,0.0
Low Birthweight,Mendocino,2021-2023,Delivery Payment Source,Private,40.0,692.0,5.78,4.27,7.78
Low Birthweight,Mendocino,2021-2023,Delivery Payment Source,Medi-Cal,115.0,1394.0,8.25,6.92,9.81
Low Birthweight,Mendocino,2021-2023,Delivery Payment Source,Other,0.0,320.0,0.0,0.0,0.0
Low Birthweight,Mendocino,2021-2023,Delivery Payment Source,Self-pay,0.0,144.0,0.0,0.0,0.0
Low Birthweight,Merced,2021-2023,Delivery Payment Source,Private,270.0,3613.0,7.47,6.66,8.38
Low Birthweight,Merced,2021-2023,Delivery Payment Source,Medi-Cal,510.0,7676.0,6.64,6.11,7.22
Low Birthweight,Merced,2021-2023,Delivery Payment Source,Other,0.0,47.0,0.0,0.0,0.0
Low Birthweight,Merced,2021-2023,Delivery Payment Source,Self-pay,11.0,129.0,8.53,4.83,14.62
Low Birthweight,Modoc,2021-2023,Delivery Payment Source,Private,0.0,23.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Delivery Payment Source,Medi-Cal,0.0,37.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Delivery Payment Source,Other,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Delivery Payment Source,Self-pay,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Delivery Payment Source,Private,15.0,159.0,9.43,5.8,14.98
Low Birthweight,Mono,2021-2023,Delivery Payment Source,Medi-Cal,16.0,135.0,11.85,7.43,18.39
Low Birthweight,Mono,2021-2023,Delivery Payment Source,Other,0.0,4.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Delivery Payment Source,Self-pay,0.0,3.0,0.0,0.0,0.0
Low Birthweight,Monterey,2021-2023,Delivery Payment Source,Private,392.0,5715.0,6.86,6.23,7.54
Low Birthweight,Monterey,2021-2023,Delivery Payment Source,Medi-Cal,558.0,7469.0,7.47,6.9,8.09
Low Birthweight,Monterey,2021-2023,Delivery Payment Source,Other,170.0,3086.0,5.51,4.76,6.37
Low Birthweight,Monterey,2021-2023,Delivery Payment Source,Self-pay,10.0,171.0,5.85,3.21,10.43
Low Birthweight,Napa,2021-2023,Delivery Payment Source,Private,136.0,2075.0,6.55,5.57,7.7
Low Birthweight,Napa,2021-2023,Delivery Payment Source,Medi-Cal,106.0,1392.0,7.61,6.34,9.13
Low Birthweight,Napa,2021-2023,Delivery Payment Source,Other,0.0,21.0,0.0,0.0,0.0
Low Birthweight,Napa,2021-2023,Delivery Payment Source,Self-pay,0.0,89.0,0.0,0.0,0.0
Low Birthweight,Nevada,2021-2023,Delivery Payment Source,Private,61.0,1210.0,5.04,3.94,6.42
Low Birthweight,Nevada,2021-2023,Delivery Payment Source,Medi-Cal,50.0,727.0,6.88,5.26,8.95
Low Birthweight,Nevada,2021-2023,Delivery Payment Source,Other,0.0,125.0,0.0,0.0,0.0
Low Birthweight,Nevada,2021-2023,Delivery Payment Source,Self-pay,0.0,239.0,0.0,0.0,0.0
Low Birthweight,Orange,2021-2023,Delivery Payment Source,Private,4034.0,58169.0,6.93,6.73,7.14
Low Birthweight,Orange,2021-2023,Delivery Payment Source,Medi-Cal,2161.0,27328.0,7.91,7.59,8.23
Low Birthweight,Orange,2021-2023,Delivery Payment Source,Other,156.0,2180.0,7.16,6.15,8.32
Low Birthweight,Orange,2021-2023,Delivery Payment Source,Self-pay,153.0,3438.0,4.45,3.81,5.19
Low Birthweight,Placer,2021-2023,Delivery Payment Source,Private,475.0,8711.0,5.45,5.0,5.95
Low Birthweight,Placer,2021-2023,Delivery Payment Source,Medi-Cal,136.0,1993.0,6.82,5.8,8.02
Low Birthweight,Placer,2021-2023,Delivery Payment Source,Other,22.0,312.0,7.05,4.7,10.44
Low Birthweight,Placer,2021-2023,Delivery Payment Source,Self-pay,0.0,310.0,0.0,0.0,0.0
Low Birthweight,Plumas,2021-2023,Delivery Payment Source,Private,0.0,157.0,0.0,0.0,0.0
Low Birthweight,Plumas,2021-2023,Delivery Payment Source,Medi-Cal,0.0,184.0,0.0,0.0,0.0
Low Birthweight,Plumas,2021-2023,Delivery Payment Source,Other,0.0,7.0,0.0,0.0,0.0
Low Birthweight,Plumas,2021-2023,Delivery Payment Source,Self-pay,0.0,16.0,0.0,0.0,0.0
Low Birthweight,Riverside,2021-2023,Delivery Payment Source,Private,2851.0,40302.0,7.07,6.83,7.33
Low Birthweight,Riverside,2021-2023,Delivery Payment Source,Medi-Cal,2853.0,37011.0,7.71,7.44,7.98
Low Birthweight,Riverside,2021-2023,Delivery Payment Source,Other,152.0,2011.0,7.56,6.48,8.8
Low Birthweight,Riverside,2021-2023,Delivery Payment Source,Self-pay,98.0,2261.0,4.33,3.57,5.25
Low Birthweight,Sacramento,2021-2023,Delivery Payment Source,Private,2016.0,29396.0,6.86,6.57,7.15
Low Birthweight,Sacramento,2021-2023,Delivery Payment Source,Medi-Cal,1833.0,23159.0,7.91,7.57,8.27
Low Birthweight,Sacramento,2021-2023,Delivery Payment Source,Other,41.0,549.0,7.47,5.55,9.97
Low Birthweight,Sacramento,2021-2023,Delivery Payment Source,Self-pay,14.0,576.0,2.43,1.45,4.04
Low Birthweight,San Benito,2021-2023,Delivery Payment Source,Private,100.0,1428.0,7.0,5.79,8.44
Low Birthweight,San Benito,2021-2023,Delivery Payment Source,Medi-Cal,66.0,988.0,6.68,5.29,8.41
Low Birthweight,San Benito,2021-2023,Delivery Payment Source,Other,0.0,20.0,0.0,0.0,0.0
Low Birthweight,San Benito,2021-2023,Delivery Payment Source,Self-pay,0.0,26.0,0.0,0.0,0.0
Low Birthweight,San Bernardino,2021-2023,Delivery Payment Source,Private,2980.0,36877.0,8.08,7.81,8.36
Low Birthweight,San Bernardino,2021-2023,Delivery Payment Source,Medi-Cal,3183.0,36789.0,8.65,8.37,8.94
Low Birthweight,San Bernardino,2021-2023,Delivery Payment Source,Other,136.0,2342.0,5.81,4.93,6.83
Low Birthweight,San Bernardino,2021-2023,Delivery Payment Source,Self-pay,73.0,1411.0,5.17,4.13,6.46
Low Birthweight,San Diego,2021-2023,Delivery Payment Source,Private,3933.0,57758.0,6.81,6.61,7.02
Low Birthweight,San Diego,2021-2023,Delivery Payment Source,Medi-Cal,2668.0,35320.0,7.55,7.28,7.83
Low Birthweight,San Diego,2021-2023,Delivery Payment Source,Other,837.0,12883.0,6.5,6.08,6.94
Low Birthweight,San Diego,2021-2023,Delivery Payment Source,Self-pay,222.0,4648.0,4.78,4.2,5.43
Low Birthweight,San Francisco,2021-2023,Delivery Payment Source,Private,1077.0,16058.0,6.71,6.33,7.1
Low Birthweight,San Francisco,2021-2023,Delivery Payment Source,Medi-Cal,444.0,4841.0,9.17,8.39,10.02
Low Birthweight,San Francisco,2021-2023,Delivery Payment Source,Other,0.0,47.0,0.0,0.0,0.0
Low Birthweight,San Francisco,2021-2023,Delivery Payment Source,Self-pay,13.0,284.0,4.58,2.69,7.67
Low Birthweight,San Joaquin,2021-2023,Delivery Payment Source,Private,1113.0,15109.0,7.37,6.96,7.79
Low Birthweight,San Joaquin,2021-2023,Delivery Payment Source,Medi-Cal,1185.0,13944.0,8.5,8.05,8.97
Low Birthweight,San Joaquin,2021-2023,Delivery Payment Source,Other,10.0,161.0,6.21,3.41,11.05
Low Birthweight,San Joaquin,2021-2023,Delivery Payment Source,Self-pay,0.0,168.0,0.0,0.0,0.0
